Issue Type,Issue key,Issue id,Summary,Parent,Parent key,Parent summary,Description,Assignee,Assignee Id,Status,Due date,Comments
Story,PQMAP-42,2864375,[Event Detail] Waveform Display - Meter-Centric Waveform Recorder Viewer,1017798,PQMAP-1,Event Management,"*As a* System Operator or Power Quality Engineer,

*I want* a dedicated search interface to locate raw waveform recordings by meter 

*so that* I can investigate electrical anomalies and perform manual classifications.



+*Description*+ +*_(Requirement No: 1.2.4)_*++*:*+

The system shall provide a ""Waveform Recorder Viewer"" page. This page allows users to query the database for raw time-series records by meter identity and time frame. The results will be displayed in a summary list, providing a gateway to the high-fidelity waveform visualization tool [https://clpdigital.atlassian.net/browse/PQMAP-37|https://clpdigital.atlassian.net/browse/PQMAP-37|smart-link].



+*Acceptance Criteria:*+

*AC1 - Search & Filter Criteria (Top Bar):*

* Meter SCADA Code.
* Meter Name
* Date Range
* Data Type

*AC2 - Search Results List:* The system shall return a table with the following columns:

* Meter Name
* Timestamp
* Duration
* V1, V2, V3 Magnitude
* Worst Phase

*AC3 - Waveform Access:*

* Each row in the list must be clickable or feature a ""View"" icon.
* Clicking an entry must navigate the user to the *Waveform Visualization Module* [https://clpdigital.atlassian.net/browse/PQMAP-37|https://clpdigital.atlassian.net/browse/PQMAP-37|smart-link] to see the raw time-series graph.



+*Source:*+

PQMS & CDPIS COMTRADE interface



+*PQMS Reference:*+

!image-20260129-062333.png|width=704,alt=""image-20260129-062333.png""!",,,To Do,,
Story,PQMAP-40,2863927,[Harmonic] Harmonic Bar Chart Visualization,1017798,PQMAP-1,Event Management,"*As a* System Operator or Power Quality Engineer,

*I want to* view a harmonic bar chart that mirrors the PQMS/CPDIS layout 

*so that* I can quickly identify which harmonic orders are exceeding permissible limits.



+*Description*+ +*_(Requirement No: 1.3.2)_*++*:*+

The system shall provide a graphical bar chart representing the harmonic spectrum for a selected event or meter reading. This chart must follow the exact visual styling and layout logic currently utilized in the *PQMS/CPDIS* environments. The chart allows for rapid visual diagnostic of frequency-domain issues.



+*Sample Screen (*++*_Just for Reference - Not the final version_*++*):*+

!image-20260127-105656.png|width=572,alt=""image-20260127-105656.png""!



+*Acceptance Criteria:*+

*AC1 - Data Series (X-Axis):* The bar chart must include the following specific metrics:

* *Harmonics:* THD (Total), TEHD (Even), TOHD (Odd).
* *Waveform Characteristics:* Crest Factor, Form Factor, Fundamental RMS, RMS.
* *System Metadata:* Nominal Frequency (Hz), Duration (ms), Worst Magnitude (%), Nominal Voltage (V).
* *Phase Extremes:* Va Min/Max, Vb Min/Max, Vc Min/Max.

*AC2 - Scaling & Units:* Since the units vary (%, V, Hz, ms), the Y-axis must support either normalized scaling or multiple axes to ensure all bars are visible and meaningful.

*AC3 - Legend & Tooltips:* A clear legend must define each metric, and hovering over any bar must show the exact value and its associated unit.",,,To Do,,
Story,PQMAP-39,2863918,[Harmonic] Harmonic detail,1017798,PQMAP-1,Event Management,"*As a* System Operator or Power Quality Engineer,

*I want to* view harmonic data in a format consistent with legacy systems (PQMS/CPDIS) 

*so that* I can perform traditional frequency-domain analysis without changing my established workflow.



+*Description*+ +*_(Requirement No: 1.3.1)_*++*:*+

The system shall include a *Harmonic Detail* module that functions as a data-mirroring interface for legacy harmonic records. To minimize complexity and ensure data integrity, PQMAP will not apply new calculations; it will simply retrieve and display data following the existing PQMS/CPDIS table structures.



+*Acceptance Criteria:*+

*AC1 - Structural Parity:* The table layout, column headers, and data types must match the existing *PQMS/CPDIS* structures exactly for the relevant voltage levels.

*AC2 - Direct Data Rendering:* The system shall render the retrieved harmonic data ""as-is"" from the source. No additional processing, aggregation, or computational logic shall be applied by PQMAP.

*AC3 - Scope Limitation (Voltage Levels):* The module must only display data for *11kV* and *380V* voltage levels.

*AC4 - Data Attributes:* Display standard harmonic parameters including:

* Total Harmonic Distortion (THD)
* Individual Harmonic Orders (e.g., 3rd, 5th, 7th, up to the legacy limit).",,,To Do,,
Story,PQMAP-38,2863654,[Event Detail] Timeline - Event Audit Trail & Activity Logging,1017798,PQMAP-1,Event Management,"*As a* System Operator or Power Quality Engineer,

*I want to* view a complete history of system and user actions for each event 

*so that* I can track the lifecycle of an incident and verify the accuracy of manual updates.



+*Description*+ +*_(Requirement No: 1.2.5)_*++*:*+

The system shall maintain a comprehensive *Event Log* for every recorded Voltage Dip. This log must capture two types of activities: *System Operations* (automated triggers, data ingestion, status changes by logic) and *User Operations* (manual edits, overrides, or classifications). This log should be accessible directly within the Event Detail view.



+*Sample Screen (*++*_Just for Reference - Not the final version_*++*):*+

!image-20260126-194214.png|width=572,alt=""image-20260126-194214.png""!



+*Acceptance Criteria:*+

*AC1 - Chronological Logging:* Display all activities in a vertical timeline or table, with the most recent action at the top.

*AC2 - Data Points per Log Entry:* Each entry must record:

* *Timestamp:* Date and time of the action (down to the second).
* *Actor:* The specific User ID or ""System"" if automated.
* *Action Type:* e.g., ""Created,"" ""Status Updated,"" ""Manual Override,"" ""IDR Uploaded.""

*AC3 - Immutable Records:* Log entries must be read-only. Once a log is created, it cannot be edited or deleted by any user level.",,,To Do,,
Story,PQMAP-37,2863649,[Event Detail] Waveform Display - Meter-Centric Waveform Chart,1017798,PQMAP-1,Event Management,"*As a* System Operator or Power Quality Engineer,

*I want to* access raw time-series waveform data directly from a meter's perspective 

*so that* I can manually diagnose anomalies and identify electrical signatures that may not have triggered a standard event.



+*Description*+ +*_(Requirement No: 1.2.4)_*++*:*+

The system shall provide a Waveform Visualization Module that serves as a raw-data browser. Unlike the Event Detail view, this module pulls time-series data based on meter triggers and anomalies. It serves as a forensic tool for expert manual analysis. {color:#ffc400}[Note: While the ability to create ""Ad-hoc Events"" from these waveforms is currently {color}{color:#ffc400}*Under Review (TBD)]*{color}.



+*Acceptance Criteria:*+

*AC1 - Meter-Centric Selection:* Users must be able to select a specific *Meter* and the *Time Interval Table List* to retrieve captured waveform records.

*AC2 - Time-Series Visualization:* Render raw Voltage and Current waves based on the meter's sampling rate. Support overlay of multiple channels (V1, V2, V3, I1, I2, I3, I4) on a synchronized X-axis (Time).

*AC3 - Ad-hoc Event Hook (Placeholder):* The UI should be designed to accommodate a ""Create Event Case"" button, but this feature remains *disabled/hidden* pending the final project team decision.



+*Source:*+

PQMS & CDPIS COMTRADE interface



+*PQMS Waveform Reference:*+

!image-20260126-191958.png|width=572,alt=""image-20260126-191958.png""!",,,To Do,,
Story,PQMAP-36,2863646,[Event Detail] Affected Customer - Event History,1017798,PQMAP-1,Event Management,"*As a* System Operator or Power Quality Engineer,

*I want to* review the historical incidents for a specific sensitive customer 

*so that* I can identify patterns of poor power quality and provide data-backed evidence for mitigation strategies.



+*Description*+ +*_(Requirement No: 1.2.3)_*++*:*+

When a user clicks on a customer from the ""Affected Sensitive Customer List"" [https://clpdigital.atlassian.net/browse/PQMAP-35|https://clpdigital.atlassian.net/browse/PQMAP-35|smart-link], the system shall open a modal for the *Customer Event History*. This view provides a chronological log of all past disturbances affecting that specific customer, with flexible time-range filtering and export capabilities.



+*Acceptance Criteria:*+

*AC1 - Historical Data Attributes:* The history table must display the following columns:

* Incident Timestamp (Formatted as DD/MM/YYYY HH:mm:ss)
* Voltage Level (e.g. 11kV, 380kV)
* Source Substation (e.g. NPI)
* Transformer ID (e.g. H2)
* Customer S/S
* Transformer No. (e.g. 405364 D4)
* Transformer Class
* VL1(%) at 380, VL2(%) at 380, VL3(%) at 380
* Duration (in ms)

*AC2 - Time-Range Filtering:* Users must be able to filter the history using a dropdown with the following presets:

* Last Month
* Last 3 Months
* Last 6 Months
* Last Year
* Custom Date Range (Manual start/end date picker).

*AC3 - Export Functionality:* Provide buttons to export the filtered history list in *CSV* or *Excel* formats. The exported file name should include the Customer Name and the selected date range.



+*VDIMS Reference:*+

!image-20260128-192635.png|width=672,alt=""image-20260128-192635.png""!",,,To Do,,
Story,PQMAP-35,2863645,[Event Detail] Affected Customer - Display & Content Structure,1017798,PQMAP-1,Event Management,"*As a* System Operator or Power Quality Engineer,

*I want to* view all the customers' impact of an event 

*so that* I can quantify the disruption and review individual customer history.



+*Description*+ +*_(Requirement No: 1.2.3)_*++*:*+

For a selected Voltage Dip event, the system shall filter the Transformer-to-Customer mapping [https://clpdigital.atlassian.net/browse/PQMAP-34|https://clpdigital.atlassian.net/browse/PQMAP-34|smart-link]to display only those accounts flagged as *""Sensitive""* (either via GIS or manual override). This ensures that technical staff can focus immediately on the most critical stakeholders, such as hospitals, data centres, or industrial plants.



+*Sample Screen (*++*_Just for Reference - Not the final version_*++*):*+

!image-20260126-185243.png|width=572,alt=""image-20260126-185243.png""!



+*Acceptance Criteria:*+

*AC1 - Impact Summary Metrics:* 

* *No. Total Sensitive Customers:* Total count of sensitive accounts served by the affected transformer.
* *Average Downtime:* The calculated average duration of the interruption/dip for the affected group.

*AC2 - Sensitive Customer Detailed List:* A table displaying all accounts linked to the event, including:

* Customer Name
* Customer Premises Address
* Customer Account ID

*AC3 - Customer Event History Link:* Each row in the customer list must include a clickable link or icon that navigates the user to a *""Customer Event History""* view.

*AC4 - Zero-State Handling:* If no sensitive customers are mapped to the affected asset, the panel should display a clear message: _""No Sensitive Customers Affected.""_",,,In Progress,,
Story,PQMAP-33,2863643,[Event Detail] Incident Detail Report (IDR) - Display & Content Structure,1017798,PQMAP-1,Event Management,"*As a* Power Quality Engineer, 

*I want to* view the full content of an IDR record 

*so that* I can understand the root cause, equipment impact, and environmental context of a specific fault.



+*Description*+ +*_(Requirement No: 1.2.2)_*++*:*+

The system shall provide a structured, detailed view for each IDR. This view displays information imported via the Excel utility or updated manually. The data must be organized into five logical categories to facilitate quick technical review and reporting.



+*Acceptance Criteria:*+

*AC1 - IDR Core Information:*

* IDR No. (e.g. INC 1287744408)
* Occurrence Time (Timestamp of the fault)
* Voltage Level (e.g., 11kV, 380V)

*AC2 - Fault & Asset Location:*

* Faulty Phase (e.g., L2-L3)
* Incident Address / Circuit Affected (e.g. (PCHR0307) CHEUNG MA CHEUK LENG PKG )
* Region (e.g. NR, WR)
* Equipment Type (e.g. Cable)

*AC3 - Root Cause Analysis:*

* Cause Group (High-level category)
* Cause (Detailed root cause)
* Faulty Component (The specific part that failed)
* Remark (A multi-line text area for free-text descriptions)

*AC4 - Extended Technical Details:*

* External / Internal
* Object Part Group & Object Part Code
* Damage Group & Damage Code
* Fault Type
* Outage Type

*AC5 - Environment & Operation  Details:*

* Weather Code & Weather Condition
* Responsible OC

*AC6 - Customer Impact:*

* Total CMI: (Customer Minutes Interrupted)

*AC7 - Data Provenance:*

* Manual Create IDR (Yes/No)



+*VDIMS Reference:*+

!image-20260128-183635.png|width=723,alt=""image-20260128-183635.png""!",,,In Progress,,
Story,PQMAP-32,2863640,[Event Detail] Incident Detail Report (IDR) - Data Management & Manual Import,1017798,PQMAP-1,Event Management,"As a *Power Quality Engineer*, 

*I want to* manually upload and manage Excel-based Incident Detail Reports (IDR) 

*so that* I can enrich PQMAP event data with information from ADMS and maintain data accuracy.



+*Description*+ +*_(Requirement No: 1.2.2)_*++*:*+

The system must provide a utility to bridge gaps between ADMS event cases and PQMAP event entities via manual Excel uploads. Additionally, a management interface is required to allow authorized users to edit or update IDR records that have already been imported into the system.



+*Acceptance Criteria:*+

*AC1 - Excel Upload Utility:* Provide a dedicated ""Import"" interface where users can drag and drop or browse for IDR Excel files. The system must validate the file format (.xlsx / .xls) before processing.

*AC2 - Data Mapping (Placeholder):* The system shall ingest IDR data points based on a predefined template. ({color:#ffc400}_Note: The specific logic for matching IDR rows from ADMS Excel to PQMAP Voltage Dip Event is currently TBD._{color})

*AC3 - Data Validation:* Display a summary after upload (e.g., ""10 records successfully imported, 2 failed""). Highlight specific rows in the Excel file that failed validation (e.g., missing mandatory fields or invalid Site IDs).

*AC4 - IDR Data Management Module:* Provide a search/filter view to locate existing IDR records. Filter & Search Fields for IDR Management:

* Region, Voltage Level, Outage Type
* IDR No, Incident Address / Circuit Affected, Responsible OC
* Occurrence Time Range, Cause Group 

*AC5 - IDR Record Modification:* Users with ""Power Quality Engineer"" permissions must be able to edit specific fields within an IDR record.",,,In Progress,,
Story,PQMAP-27,2163485,[Event Detail] Overview - Voltage Dip Events,1017798,PQMAP-1,Event Management,"*As a* System Operator or Power Quality Engineer, 

*I want to* see a summarized list of key event parameters 

*so that* I can quickly identify the severity and nature of a voltage dip at a glance.



+*Description*+ +*_(Requirement No: 1.2.1)_*++*:*+

The detail view shall display a list of events with a specific set of attributes used in VDIMS. This table/list provides the essential technical ""signature"" of the dip, including magnitude across all phases and critical operational flags.



+*Acceptance Criteria:*+

*AC1 - General Incident Information:*

* Incident Time (Formatted as DD/MM/YYYY HH:mm:ss)
* Source Substation (e.g. DFS)
* FI Voltage (e.g. 132kV)
* Incident Condition (e.g. OC & 400/132kV Dip Event)
* Ring Number (e.g. TCTR0009)
* Phase Percentages: VL1 (%), VL2 (%), and VL3 (%)

*AC2 - Summary Impact Information:*

* Min. Voltage for 380V, 11kV, 132kV, 400kV
* Max. Duration for 380V, 11kV, 132kV, 400kV



+*Sample Screen (Just for Reference Only):*+

!image-20260129-190807.png|width=882,alt=""image-20260129-190807.png""!



+*Source Information:*+

*Source Platform:* PQMS

*Interface File:* PQMS_voltdip_<<Timestamp>>.xml

*Sample:*  [^PQMS_voltdip.xml] 



+*For Reference:*+

Existing VDIMS Screen

!image-20260129-183307.png|width=882,alt=""image-20260129-183307.png""!",,,In Progress,,"28/Jan/26 4:58 PM;712020:93caf0c6-3059-47d3-9226-01fe6f341685;[~accountid:712020:137dc8b3-e099-4083-a4ff-0745e46880f2] 
1. Please add Mother/Child Event, Special Event and Late Event as classification. 
2. CPDIS as source is missing, any individual data columns specify from CPDIS?
3. In the {{Summary Impact Information}} card, why all voltage level? Have shown all value for mother & child in 1 page? (e.g. Mother = 11kV, Child = 380V)"
Story,PQMAP-26,2163484,[Event List] Data Export - Voltage Dip Events,1017798,PQMAP-1,Event Management,"*As a* System Operator or Power Quality Engineer, 

*I want to* export the Voltage Dip event data to CSV or Excel,

*so that* I can perform offline analysis, generate reports, or share data with external stakeholders.



+*Description*+ +*_(Requirement No: 1.1.2)_*++*:*+

The system must provide a data export utility within the ""Event List"" view. Users should be able to trigger a download of the records currently displayed in the table. The export process must handle both small and large datasets efficiently, ensuring that the exported file matches the structure and data of the system's event list.



+*Acceptance Criteria:*+

*AC1 - Export Formats:* The system must support two export formats: *.CSV* or *.XLSX*.

*AC2 - Filter Integration:* The export must respect all active *Basic and Advanced filters* [https://clpdigital.atlassian.net/browse/PQMAP-25|https://clpdigital.atlassian.net/browse/PQMAP-25|smart-link]. If a user has filtered ""Voltage Level: 132kV,"" only those records should be exported.

*AC3 - Data Fidelity:* All columns listed in [https://clpdigital.atlassian.net/browse/PQMAP-24|https://clpdigital.atlassian.net/browse/PQMAP-24|smart-link] must be included in the export file.

*AC4 - File Naming Convention:* The default filename should follow a clear pattern, e.g., {{Voltage_Dip_Events_YYYYMMDD_HHMM.xlsx}}.

*AC5 - Performance:* For large datasets (e.g., >1,000 records), the system should provide a visual indicator (loading spinner) during the file generation process.



+*Sample Screen (For Reference Only):*+

!image-20260129-172755.png|width=625,alt=""image-20260129-172755.png""!",,,In Progress,,
Story,PQMAP-25,2053816,[Event List] Filter & Searching - Voltage Dip Events,1017798,PQMAP-1,Event Management,"*As a* System Operator or Power Quality Engineer, 

*I want to* a streamlined filtering interface,

*so that* I can quickly find common events while retaining the ability to perform deep-dive analysis when necessary.



+*Description*+ +*_(Requirement No: 1.1.3)_*++*:*+

The ""Event List"" shall feature a two-tiered filtering mechanism. By default, the system will display a ""Basic Filter"" bar containing the most frequently used parameters. An ""Advanced Filter"" toggle or expandable section will house more technical or secondary parameters to keep the primary view uncluttered.



+*Acceptance Criteria:*+

*AC1 - Tier 1: Basic Filters (Visible by Default):*

* *Date/Time Range:* Quick selection (e.g., Last 24 hours, Last 7 days) and custom picker.
* *Source Substation:* Multi-select dropdown.
* *Duration Range:* (in ms)
* *Voltage Level:* Dropdown filter (380V, 11kV, 132kV, 400kV).
* *Include Parent /Child:* Tick Box

*AC2 - Tier 2: Advanced Filters (Expandable/Collapsible):*

* *Technical IDs:* IDR No., Tx No., Dx No., Ring Number, Transformer Class.
* *Customer Information*: Customer S/S Name, Customer A/C No., Customer Class
* *Thresholds:* Voltage magnitude(%) Ranges.
* *Flags:* Toggle for “Fault Indicator (FI)”, ""False Alarm,"" ""Sensitive Customer Affected,"" and ""ACB Tripping.""

*AC3 - Persistence:* The system should remember if the ""Advanced"" section was expanded or collapsed during the current user session.

*AC4 - Clear All:* A single-click ""Reset"" button must be available to clear all active filters (both Basic and Advanced).

*AC5 - Profiles*: The system allows users to set multiple profiles to store the filters selected. Users select from the profiles dropdown list, and the event list is updated according to the pre-defined filters.



*Sample Screen (For Reference Only):*

!image-20260129-193147.png|width=882,alt=""image-20260129-193147.png""!

!image-20260129-193302.png|width=445,alt=""image-20260129-193302.png""!



+*For Reference:*+

Current VDIMS Voltage Dip Search Criteria

!image-20260129-192032.png|width=882,alt=""image-20260129-192032.png""!",,,In Progress,,"30/Jan/26 2:31 PM;712020:93caf0c6-3059-47d3-9226-01fe6f341685;Hi [~accountid:712020:137dc8b3-e099-4083-a4ff-0745e46880f2] ,
What is the {{Fault Indicator (FI)}}? Refer to the {{Non-CLP system fault}} from VDIMS? What is the data source?

As I remember ACB Tripping is longer needed."
Story,PQMAP-24,2053714,[Event List] Category - Voltage Dip Events,1017798,PQMAP-1,Event Management,"*As a* System Operator or Power Quality Engineer, 

*I want to* view a real-time list of Voltage Dip events 

*so that* I can immediately identify, analyse, and respond to power quality disturbances across the network.



+*Description*+ +*_(Requirement No.: 1.1.1)_*++*:*+

The system must provide a dedicated *""Event List""* view specifically for *Voltage Dip Events*. This list must update in real-time as new events are captured by the monitoring equipment. The purpose is to provide a list where all relevant technical details of a dip are visible at a glance, allowing for quick assessment of impact (e.g., sensitive customers affected) and system health.



+*Acceptance Criteria*+

*AC1 - Display Layout:*

* *Top:* 
** Filters Button[https://clpdigital.atlassian.net/browse/PQMAP-25|https://clpdigital.atlassian.net/browse/PQMAP-25|smart-link]
** Data Export Button[https://clpdigital.atlassian.net/browse/PQMAP-26|https://clpdigital.atlassian.net/browse/PQMAP-26|smart-link] 
** Save Profile Button.

!image-20260129-172755.png|width=625,alt=""image-20260129-172755.png""!

* *Centre:* Full-width Event List Table with the following fields (10 events/page) according to the Filtering Criteria:
** *Incident Time:* (Formatted as DD/MM/YYYY HH:mm:ss)
** *IDR No.* (Imported from [https://clpdigital.atlassian.net/browse/PQMAP-32|https://clpdigital.atlassian.net/browse/PQMAP-32|smart-link])
** *Voltage Level:* (e.g., 11kV, 380V)
** *Source Substation:* (e.g. HWL, YME)
** *Transformer No.* (e.g. H1, H2)
** *Ring Number:* (e.g. TCTR0009)
** *Phase Percentages:* VL1 (%), VL2 (%), and VL3 (%)
** *Duration:* (Total time in ms)
** *Min Volt:* Indicates if the voltage dropped below the minimum threshold.
** *FR:* Indicates if this is Fault Recorder Trigger.
** *False Alarm:* A flag to distinguish genuine events from noise/errors.
** *Status:* if the email notification has been sent

!image-20260129-174242.png|width=882,alt=""image-20260129-174242.png""!

* *Bottom:* Event Detail
** Clicking any row in the result table triggers the Event Detail [https://clpdigital.atlassian.net/browse/PQMAP-27|https://clpdigital.atlassian.net/browse/PQMAP-27|smart-link].

!image-20260129-191400.png|width=698,alt=""image-20260129-191400.png""!



+*For Reference:*+

Existing VDIMS Screen

!image-20260129-163435.png|width=878,alt=""image-20260129-163435.png""!",,,In Progress,,"29/Jan/26 4:24 PM;712020:93caf0c6-3059-47d3-9226-01fe6f341685;[~accountid:712020:137dc8b3-e099-4083-a4ff-0745e46880f2] I have created 2 views, please check if it is technically feasible.

!image-20260129-082336.png|width=226,alt=""image-20260129-082336.png""!

!image-20260129-082356.png|width=211,alt=""image-20260129-082356.png""!"
Story,PQMAP-22,2053646,[Event Validation] False Event Handling,1017798,PQMAP-1,Event Management,"*As a* System Operator or Power Quality Engineer,

*I want to* manually flag an event as a ""False Event"" from the overview page 

*so that* I can correct system misidentifications and ensure all related records are updated simultaneously.



+*Description*+ +*_(Requirement No: 1.4.1, 1.4.2, 1.4.3)_*++*:*+

The system shall provide a manual override action accessible directly from the *Voltage Dip Overview* page. This allows authorized users to toggle the ""False Alarm"" status of a record. To maintain data synchronization, any status change applied to a *Mother Event* must be automatically inherited by all its linked *Child Events*.



+*Acceptance Criteria:*+

*AC1 - Primary Action Trigger:* 

* Place a *""Flag as False Alarm""* or *""Validate Event""* buttons in the *Header*  of the Voltage Dip Overview page [https://clpdigital.atlassian.net/browse/PQMAP-27|https://clpdigital.atlassian.net/browse/PQMAP-27|smart-link].

*AC2 - Propagation Logic (Parent-to-Child):*

* When a user marks a *Mother Event* as a ""False Event,"" the system must perform a background update on all associated *Child Events* to match this status.
* A confirmation dialog must appear before the change is finalized (e.g., _""This action will update 5 associated child records. Do you wish to proceed?""_).

*AC3 - Audit Logging:*

* Every manual override must be recorded in the *Event Audit Trail* [https://clpdigital.atlassian.net/browse/PQMAP-38|https://clpdigital.atlassian.net/browse/PQMAP-38|smart-link].
* The log must capture the *User ID*, *Timestamp*, and the specific transition (e.g., _Status: Real -> False Alarm_).

*AC4 - Visual Indicator:*

* Once flagged, the record in the Master List must display a ""False Alarm"" badge or a greyed-out row style to distinguish it from valid events.

*AC5 - Reversibility:*

* Users must be able to ""Unflag"" a false event, which should similarly propagate the ""Valid"" status back down to all children.",,,To Do,,
Story,PQMAP-17,2053404,"[Event Detail] Show ""Affected Customer"" in event_detail",1017798,PQMAP-1,Event Management,"*As* a user, 

*I* *want to* view the affected customer name related to voltage dip,

*so that* I could quickly figure out which sensitive customers might be affected and well-prepared for enquiry.



*Acceptance Criteria*:

*AC1*: User could select a specific voltage dip event and navigate to the “Customer Impact” tabs.

*AC2*: In the “Customer Impact” tab, clearly show 2 statistic data (Customer affected & Sensitive Customer) in the upper section.

*AC3*: In the bottom section, clearly show the sensitive customers affected as individual card, with Customer Account Number, Name). 

*AC4*: The relationship is retrieved from “Customer & transformer mapping”, which voltage dip impact on transformer in same hierarchy. 

Remark: Reference from _Link here_ to correlate customers and transformers 

*AC5*: User can click the sensitive customers affected card to open an overlay window, for history of all voltage dip events related. ",,,To Do,,
Story,PQMAP-62,2864699,[Dynamic Report] Dynamic Report,1017799,PQMAP-2,Dashboard,,,,To Do,,
Story,PQMAP-61,2864698,[Dynamic Dashboard] Meter Map,1017799,PQMAP-2,Dashboard,,,,To Do,,
Story,PQMAP-60,2864697,[Dynamic Dashboard] SARFI Summary Report,1017799,PQMAP-2,Dashboard,,,,To Do,,
Story,PQMAP-59,2864696,[Dynamic Dashboard] SARFI-70 Monitoring,1017799,PQMAP-2,Dashboard,"*As a* System Operator or Power Quality Engineer,

*I want to* toggle between monthly and accumulated SARFI70 trends 

*so that* I can monitor grid reliability targets and identify specific seasonal peaks.



+*Description*+ +*_(Requirement No: 2.1.8)_*++*:*+

The system shall provide a dedicated SARFI70 dashboard utilizing two primary visualizations based on your provided design. This module will allow users to compare performance across multiple years (e.g., 2022, 2023, 2024) to track progress against reliability KPIs.



+*Acceptance Criteria:*+

*AC1 - Accumulated YTD Performance (Area/Line Chart):*

* *Visualization:* A stacked or overlapping area chart showing the cumulative growth of the SARFI70 index from January to December.
** *Purpose:* To track the year-to-date total and compare if the current year is trending better or worse than historical averages.
** *Data Points:* Monthly accumulation points must be clearly labelled (e.g., 9.90 YTD for December).

*AC2 - Monthly Discrete Performance (Bar Chart):*

* *Visualization:* A clustered bar chart showing SARFI70 values for each month, with separate bars for each year in the comparison set.
* *Purpose:* To identify specific months with unusually high dip frequencies (e.g., peak storm seasons).
* *Data Labels:* Each bar must display its specific SARFI70 value (e.g., 3.97) as per your provided reference image.

*AC3 - Filters:*

* *Year Range Selection:* A multi-select dropdown allowing users to select a *3 to 5-year historical window* for comparison.
* *Region:* A multi-select dropdown to filter data by specific regions
* *Voltage Level:* Multi-select dropdown (e.g., *380V, 11kV, 132kV, 400kV*) to filter the SARFI70 calculation based on the nominal voltage of the affected asset.



+*References:*+

PQMS

!image-20260130-094150.png|width=768,alt=""image-20260130-094150.png""!",,,To Do,,
Story,PQMAP-58,2864695,[Dynamic Dashboard] Insight for Improvement,1017799,PQMAP-2,Dashboard,"*As a* System Operator or Power Quality Engineer,

*I want to* visualize long-term voltage dip trends and identify problematic circuits through automated name parsing, 

*so that* I can prioritize capital investment for grid reinforcement.



+*Description*+ +*_(Requirement No: 2.1.7)_*++*:*+

The system shall provide an ""Improvement Insights"" dashboard. This page will feature a high-level historical trend of incidents and a specific breakdown of failure frequency at the circuit level. To ensure data accuracy, the system must include a string-parsing logic to standardize circuit names from raw IDR text.



+*Acceptance Criteria:*+

*AC1 - Temporal Trend Analysis (Top Visualization):*

* Display a *Bar Chart* showing the total count of Voltage Dips per year.
* *Historical Range:* Must support a look-back period of *3 to 5 years*.

*AC2- Automated Circuit Name Parsing (Logic):*

* The system shall automatically extract the *Circuit* from the IDR Report [https://clpdigital.atlassian.net/browse/PQMAP-32|https://clpdigital.atlassian.net/browse/PQMAP-32|smart-link].
* *Parsing Rule:* Identify and extract the string content within the *first set of parentheses*.
** _Example:_ {{(T1) Kwai Chung to Tsuen Wan}} $\rightarrow$ Result: *T1*.
** _Example:_ {{(C4) North Point Substation}} $\rightarrow$ Result: *C4*.

*AC3 - Most Impacted Circuits (Bottom Visualization):*

* Display a *Frequency Bar Chart* or ranked list showing the parsed Circuit IDs with the highest number of incidents.
* *Data Source:* Exclusively based on IDR records.



+*Sample Screen (Just for Reference Only):*+

!image-20260130-093157.png|width=768,alt=""image-20260130-093157.png""!",,,To Do,,
Story,PQMAP-57,2864694,[Dynamic Dashboard] Affected Equipment Analysis,1017799,PQMAP-2,Dashboard,"*As a* System Operator or Power Quality Engineer,

*I want* a dashboard that shows which categories of equipment are failing most often, using verified manual data as the source of truth, 

*so that* I can allocate my replacement budget effectively.



+*Description*+ +*_(Requirement No: 2.1.6)_*++*:*+

The system shall implement a data precedence logic for ""Affected Equipment"" similar to the Root Cause Analysis module[https://clpdigital.atlassian.net/browse/PQMAP-56|https://clpdigital.atlassian.net/browse/PQMAP-56|smart-link]. While the IDR Report may contain granular data down to specific asset IDs, the reporting dashboard shall aggregate this into broader *Equipment Categories*. Manual overrides by engineers shall always supersede automated IDR data in all reports.



+*Acceptance Criteria:*+

*AC1 - Tiered Data Precedence:*

* Rule: If Manual Equipment Input exists, use it for reporting. Otherwise, use the IDR Report Equipment field.

*AC2 - Categorical Aggregation:*

* Dashboard visualizations must roll up specific assets into high-level categories (e.g., *""Transformer"" ""Switch"" ""Cable"" ""Overhead Line""*).

*AC3 - Visual Consistency:*

* Use a ranked bar-chart format identical to the *Root Cause Analysis* layout to show the frequency of equipment category failures.

*AC4 - Dynamic Totals:*

* The dashboard must reflect the total number of incidents analysed, with bars representing the percentage of failures attributed to each equipment category.",,,To Do,,
